,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
168604,1989-07-15,5.0,Baby Don't Forget My Number,Milli Vanilli,2.0,1.0,12;
168605,"1989-07-15,6,""Batdance (From """"Batman"""")"",Prince,12,6,5;",,,,,,
168606,1989-07-15,7.0,Miss You Like Crazy,Natalie Cole,7.0,7.0,14;
168607,1989-07-15,8.0,What You Don't Know,Expose,10.0,8.0,9;
168608,1989-07-15,9.0,The Doctor,The Doobie Brothers,11.0,9.0,9;
168609,1989-07-15,10.0,So Alive,Love And Rockets,15.0,10.0,9;
168610,1989-07-15,11.0,I Drove All Night,Cyndi Lauper,6.0,6.0,11;
168611,"1989-07-15,12,""On Our Own (From """"Ghostbusters II"""")"",Bobby Brown,19,12,6;",,,,,,
168612,1989-07-15,13.0,Lay Your Hands On Me,Bon Jovi,16.0,13.0,7;
168613,1989-07-15,14.0,Satisfied,Richard Marx,8.0,1.0,11;
168614,1989-07-15,15.0,Crazy About Her,Rod Stewart,18.0,15.0,10;
168615,1989-07-15,16.0,Once Bitten Twice Shy,Great White,20.0,16.0,10;
168616,1989-07-15,17.0,I Won't Back Down,Tom Petty,13.0,12.0,12;
168617,1989-07-15,18.0,I Like It,Dino,23.0,18.0,10;
168618,1989-07-15,19.0,Who Do You Give Your Love To?,Michael Morales,22.0,19.0,12;
168619,1989-07-15,20.0,Buffalo Stance,Neneh Cherry,9.0,3.0,16;
168620,1989-07-15,21.0,Rooms On Fire,Stevie Nicks,17.0,16.0,11;
168621,1989-07-15,22.0,This Time I Know It's For Real,Donna Summer,14.0,7.0,13;
168622,1989-07-15,23.0,I'll Be Loving You (Forever),New Kids On The Block,21.0,1.0,16;
168623,1989-07-15,24.0,Dressed For Success,Roxette,28.0,24.0,8;
168624,"1989-07-15,25,""Wind Beneath My Wings (From """"Beaches"""")"",Bette Midler,24,1,20;",,,,,,
168625,1989-07-15,26.0,My Brave Face,Paul McCartney,25.0,25.0,8;
168626,1989-07-15,27.0,Send Me An Angel '89,Real Life,29.0,27.0,10;
168627,1989-07-15,28.0,Hey Baby,Henry Lee Summer,31.0,28.0,9;
168628,1989-07-15,29.0,Secret Rendezvous,Karyn White,32.0,29.0,8;
168629,1989-07-15,30.0,No More Rhyme,Debbie Gibson,33.0,30.0,5;
168630,1989-07-15,31.0,Cold Hearted,Paula Abdul,36.0,31.0,4;
168631,1989-07-15,32.0,I'm That Type Of Guy,LL Cool J,35.0,32.0,6;
168632,1989-07-15,33.0,Down Boys,Warrant,27.0,27.0,12;
168633,1989-07-15,34.0,The End Of The Innocence,Don Henley,39.0,34.0,4;
168634,1989-07-15,35.0,Headed For A Heartbreak,Winger,37.0,35.0,7;
168635,1989-07-15,36.0,Friends,Jody Watley With Eric B. & Rakim,40.0,36.0,5;
168636,1989-07-15,37.0,Into The Night,Benny Mardones,26.0,11.0,31;
168637,1989-07-15,38.0,Right Here Waiting,Richard Marx,44.0,38.0,2;
168638,1989-07-15,39.0,Sacred Emotion,Donny Osmond,43.0,39.0,5;
168639,1989-07-15,40.0,Hooked On You,Sweet Sensation,42.0,40.0,19;
168640,1989-07-15,41.0,Every Little Step,Bobby Brown,30.0,3.0,17;
168641,1989-07-15,42.0,Me Myself And I,De La Soul,45.0,42.0,7;
168642,1989-07-15,43.0,Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),38.0,8.0,20;
168643,1989-07-15,44.0,Don't Wanna Lose You,Gloria Estefan,55.0,44.0,2;
168644,1989-07-15,45.0,In My Eyes,Stevie B,48.0,45.0,8;
168645,1989-07-15,46.0,Fire Woman,The Cult,46.0,46.0,8;
168646,1989-07-15,47.0,Angel Eyes,The Jeff Healey Band,52.0,47.0,5;
168647,"1989-07-15,48,""In Your Eyes (Theme From """"Say Anything"""")"",Peter Gabriel,41,26,23;",,,,,,
168648,1989-07-15,49.0,Cover Of Love,Michael Damian,54.0,49.0,5;
168649,1989-07-15,50.0,Cry,Waterfront,34.0,10.0,15;
168650,1989-07-15,51.0,Forever Your Girl,Paula Abdul,47.0,1.0,19;
168651,1989-07-15,52.0,Keep On Movin',Soul II Soul (Featuring Caron Wheeler),59.0,52.0,4;
168652,1989-07-15,53.0,Calling It Love,Animotion,56.0,53.0,6;
168653,"1989-07-15,54,""It Isn't, It Wasn't, It Ain't Never Gonna Be"",Aretha Franklin/Whitney Houston,60,54,3;",,,,,,
168654,1989-07-15,55.0,Soul Provider,Michael Bolton,67.0,55.0,3;
168655,1989-07-15,56.0,The Prisoner,Howard Jones,68.0,56.0,3;
168656,"1989-07-15,57,""Rock On (From """"Dream A Little Dream"""")"",Michael Damian,53,1,18;",,,,,,
168657,1989-07-15,58.0,Shower Me With Your Love,Surface,69.0,58.0,3;
168658,1989-07-15,59.0,Talk It Over,Grayson Hugh,64.0,59.0,4;
168659,1989-07-15,60.0,Right Next To Me,Whistle,61.0,60.0,7;
168660,1989-07-15,61.0,Little Fighter,White Lion,70.0,61.0,4;
168661,"1989-07-15,62,Trouble Me,""10,000 Maniacs"",66,62,5;",,,,,,
168662,1989-07-15,63.0,Where Are You Now?,Jimmy Harnen With Synch,51.0,10.0,33;
168663,1989-07-15,64.0,Don't Say You Love Me,Billy Squier,73.0,64.0,4;
168664,1989-07-15,65.0,Coming Home,Cinderella,50.0,20.0,15;
168665,1989-07-15,66.0,Be With You,The Bangles,49.0,30.0,11;
168666,1989-07-15,67.0,Patience,Guns N' Roses,58.0,4.0,15;
168667,1989-07-15,68.0,We Can Last Forever,Chicago,63.0,55.0,10;
168668,1989-07-15,69.0,Love Train,Holly Johnson,65.0,65.0,5;
168669,1989-07-15,70.0,Comin' Down Tonight,Thirty Eight Special,72.0,70.0,4;
168670,1989-07-15,71.0,Hangin' Tough,New Kids On The Block,,71.0,1;
168671,1989-07-15,72.0,Joy And Pain,Rob Base & D.J. E-Z Rock,71.0,58.0,8;
168672,1989-07-15,73.0,Veronica,Elvis Costello,57.0,19.0,13;
168673,1989-07-15,74.0,Tell Me I'm Not Dreaming,Robert Palmer,84.0,74.0,3;
168674,1989-07-15,75.0,Dancing In Heaven (Orbital Be-Bop),Q-feel,77.0,75.0,5;
168675,1989-07-15,76.0,Soldier Of Love,Donny Osmond,74.0,2.0,17;
168676,1989-07-15,77.0,If I Could Turn Back Time,Cher,89.0,77.0,2;
168677,1989-07-15,78.0,Gonna Make It,SaFire,82.0,78.0,4;
168678,1989-07-15,79.0,Fascination Street,The Cure,62.0,46.0,10;
168679,1989-07-15,80.0,Come Home With Me Baby,Dead Or Alive,85.0,80.0,3;
168680,1989-07-15,81.0,Everlasting Love,Howard Jones,79.0,12.0,18;
168681,1989-07-15,82.0,18 And Life,Skid Row,91.0,82.0,2;
168682,1989-07-15,83.0,All I Want Is You,U2,88.0,83.0,3;
168683,"1989-07-15,84,""After All (Love Theme From """"Chances Are"""")"",Cher & Peter Cetera,81,6,19;",,,,,,
168684,1989-07-15,85.0,Yo No Se,Pajama Party,80.0,75.0,9;
168685,1989-07-15,86.0,Real Love,Jody Watley,76.0,2.0,18;
168686,1989-07-15,87.0,Turned Away,Chuckii Booker,95.0,87.0,2;
168687,1989-07-15,88.0,Open Letter (To A Landlord),Living Colour,92.0,88.0,2;
168688,1989-07-15,89.0,Jackie Brown,John Mellencamp,,89.0,1;
168689,1989-07-15,90.0,Love Has Taken Its Toll,Saraya,93.0,90.0,2;
168690,1989-07-15,91.0,(You're My One And Only) True Love,Seduction,97.0,91.0,2;
168691,1989-07-15,92.0,I'll Be There For You,Bon Jovi,87.0,1.0,20;
168692,1989-07-15,93.0,Pop Singer,John Mellencamp,78.0,15.0,12;
168693,1989-07-15,94.0,I Want It All,Queen,83.0,50.0,10;
168694,1989-07-15,95.0,Thinking Of You,SaFire,86.0,12.0,24;
168695,1989-07-15,96.0,Cuddly Toy (Feel For Me),Roachford,90.0,25.0,14;
168696,1989-07-15,97.0,Moonlight On Water,Kevin Raleigh,75.0,60.0,9;
168697,1989-07-15,98.0,You Are The One,TKA,94.0,91.0,7;
168698,1989-07-15,99.0,My One Temptation,Mica Paris,99.0,97.0,4;
168699,1989-07-15,100.0,Nothin (That Compares 2 U),The Jacksons,98.0,77.0,7;
168700,1989-07-08,1.0,Good Thing,Fine Young Cannibals,2.0,1.0,10;
168701,1989-07-08,2.0,Baby Don't Forget My Number,Milli Vanilli,1.0,1.0,11;
168702,1989-07-08,3.0,If You Don't Know Me By Now,Simply Red,5.0,3.0,10;
168703,1989-07-08,4.0,Express Yourself,Madonna,6.0,4.0,6;
168704,1989-07-08,5.0,Toy Soldiers,Martika,11.0,5.0,8;
168705,1989-07-08,6.0,I Drove All Night,Cyndi Lauper,8.0,6.0,10;
168706,1989-07-08,7.0,Miss You Like Crazy,Natalie Cole,9.0,7.0,13;
168707,1989-07-08,8.0,Satisfied,Richard Marx,3.0,1.0,10;
168708,1989-07-08,9.0,Buffalo Stance,Neneh Cherry,4.0,3.0,15;
168709,1989-07-08,10.0,What You Don't Know,Expose,13.0,10.0,8;
168710,1989-07-08,11.0,The Doctor,The Doobie Brothers,14.0,11.0,8;
168711,"1989-07-08,12,""Batdance (From """"Batman"""")"",Prince,22,12,4;",,,,,,
168712,1989-07-08,13.0,I Won't Back Down,Tom Petty,12.0,12.0,11;
168713,1989-07-08,14.0,This Time I Know It's For Real,Donna Summer,7.0,7.0,12;
168714,1989-07-08,15.0,So Alive,Love And Rockets,19.0,15.0,8;
168715,1989-07-08,16.0,Lay Your Hands On Me,Bon Jovi,23.0,16.0,6;
168716,1989-07-08,17.0,Rooms On Fire,Stevie Nicks,16.0,16.0,10;
168717,1989-07-08,18.0,Crazy About Her,Rod Stewart,21.0,18.0,9;
168718,"1989-07-08,19,""On Our Own (From """"Ghostbusters II"""")"",Bobby Brown,27,19,5;",,,,,,
168719,1989-07-08,20.0,Once Bitten Twice Shy,Great White,25.0,20.0,9;
168720,1989-07-08,21.0,I'll Be Loving You (Forever),New Kids On The Block,10.0,1.0,15;
168721,1989-07-08,22.0,Who Do You Give Your Love To?,Michael Morales,24.0,22.0,11;
168722,1989-07-08,23.0,I Like It,Dino,29.0,23.0,9;
168723,"1989-07-08,24,""Wind Beneath My Wings (From """"Beaches"""")"",Bette Midler,15,1,19;",,,,,,
168724,1989-07-08,25.0,My Brave Face,Paul McCartney,26.0,25.0,7;
168725,1989-07-08,26.0,Into The Night,Benny Mardones,20.0,11.0,30;
168726,1989-07-08,27.0,Down Boys,Warrant,31.0,27.0,11;
168727,1989-07-08,28.0,Dressed For Success,Roxette,34.0,28.0,7;
168728,1989-07-08,29.0,Send Me An Angel '89,Real Life,32.0,29.0,9;
168729,1989-07-08,30.0,Every Little Step,Bobby Brown,18.0,3.0,16;
168730,1989-07-08,31.0,Hey Baby,Henry Lee Summer,38.0,31.0,8;
168731,1989-07-08,32.0,Secret Rendezvous,Karyn White,39.0,32.0,7;
168732,1989-07-08,33.0,No More Rhyme,Debbie Gibson,41.0,33.0,4;
168733,1989-07-08,34.0,Cry,Waterfront,17.0,10.0,14;
168734,1989-07-08,35.0,I'm That Type Of Guy,LL Cool J,45.0,35.0,5;
168735,1989-07-08,36.0,Cold Hearted,Paula Abdul,46.0,36.0,3;
168736,1989-07-08,37.0,Headed For A Heartbreak,Winger,47.0,37.0,6;
168737,1989-07-08,38.0,Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),30.0,8.0,19;
168738,1989-07-08,39.0,The End Of The Innocence,Don Henley,49.0,39.0,3;
168739,1989-07-08,40.0,Friends,Jody Watley With Eric B. & Rakim,54.0,40.0,4;
168740,"1989-07-08,41,""In Your Eyes (Theme From """"Say Anything"""")"",Peter Gabriel,42,26,22;",,,,,,
168741,1989-07-08,42.0,Hooked On You,Sweet Sensation,51.0,42.0,18;
168742,1989-07-08,43.0,Sacred Emotion,Donny Osmond,48.0,43.0,4;
168743,1989-07-08,44.0,Right Here Waiting,Richard Marx,,44.0,1;
168744,1989-07-08,45.0,Me Myself And I,De La Soul,43.0,43.0,6;
168745,1989-07-08,46.0,Fire Woman,The Cult,50.0,46.0,7;
168746,1989-07-08,47.0,Forever Your Girl,Paula Abdul,37.0,1.0,18;
168747,1989-07-08,48.0,In My Eyes,Stevie B,52.0,48.0,7;
168748,1989-07-08,49.0,Be With You,The Bangles,33.0,30.0,10;
168749,1989-07-08,50.0,Coming Home,Cinderella,35.0,20.0,14;
168750,1989-07-08,51.0,Where Are You Now?,Jimmy Harnen With Synch,40.0,10.0,32;
168751,1989-07-08,52.0,Angel Eyes,The Jeff Healey Band,63.0,52.0,4;
168752,"1989-07-08,53,""Rock On (From """"Dream A Little Dream"""")"",Michael Damian,36,1,17;",,,,,,
168753,1989-07-08,54.0,Cover Of Love,Michael Damian,61.0,54.0,4;
168754,1989-07-08,55.0,Don't Wanna Lose You,Gloria Estefan,,55.0,1;
168755,1989-07-08,56.0,Calling It Love,Animotion,60.0,56.0,5;
168756,1989-07-08,57.0,Veronica,Elvis Costello,28.0,19.0,12;
168757,1989-07-08,58.0,Patience,Guns N' Roses,44.0,4.0,14;
168758,1989-07-08,59.0,Keep On Movin',Soul II Soul (Featuring Caron Wheeler),69.0,59.0,3;
168759,"1989-07-08,60,""It Isn't, It Wasn't, It Ain't Never Gonna Be"",Aretha Franklin/Whitney Houston,73,60,2;",,,,,,
168760,1989-07-08,61.0,Right Next To Me,Whistle,65.0,61.0,6;
168761,1989-07-08,62.0,Fascination Street,The Cure,53.0,46.0,9;
168762,1989-07-08,63.0,We Can Last Forever,Chicago,59.0,55.0,9;
168763,1989-07-08,64.0,Talk It Over,Grayson Hugh,79.0,64.0,3;
168764,1989-07-08,65.0,Love Train,Holly Johnson,70.0,65.0,4;
168765,"1989-07-08,66,Trouble Me,""10,000 Maniacs"",74,66,4;",,,,,,
168766,1989-07-08,67.0,Soul Provider,Michael Bolton,76.0,67.0,2;
168767,1989-07-08,68.0,The Prisoner,Howard Jones,89.0,68.0,2;
168768,1989-07-08,69.0,Shower Me With Your Love,Surface,87.0,69.0,2;
168769,1989-07-08,70.0,Little Fighter,White Lion,80.0,70.0,3;
168770,1989-07-08,71.0,Joy And Pain,Rob Base & D.J. E-Z Rock,58.0,58.0,7;
168771,1989-07-08,72.0,Comin' Down Tonight,Thirty Eight Special,77.0,72.0,3;
168772,1989-07-08,73.0,Don't Say You Love Me,Billy Squier,85.0,73.0,3;
168773,1989-07-08,74.0,Soldier Of Love,Donny Osmond,55.0,2.0,16;
168774,1989-07-08,75.0,Moonlight On Water,Kevin Raleigh,68.0,60.0,8;
168775,1989-07-08,76.0,Real Love,Jody Watley,62.0,2.0,17;
168776,1989-07-08,77.0,Dancing In Heaven (Orbital Be-Bop),Q-feel,81.0,77.0,4;
168777,1989-07-08,78.0,Pop Singer,John Mellencamp,56.0,15.0,11;
168778,1989-07-08,79.0,Everlasting Love,Howard Jones,64.0,12.0,17;
168779,1989-07-08,80.0,Yo No Se,Pajama Party,75.0,75.0,8;
168780,"1989-07-08,81,""After All (Love Theme From """"Chances Are"""")"",Cher & Peter Cetera,66,6,18;",,,,,,
168781,1989-07-08,82.0,Gonna Make It,SaFire,82.0,82.0,3;
168782,1989-07-08,83.0,I Want It All,Queen,71.0,50.0,9;
168783,1989-07-08,84.0,Tell Me I'm Not Dreaming,Robert Palmer,91.0,84.0,2;
168784,1989-07-08,85.0,Come Home With Me Baby,Dead Or Alive,90.0,85.0,2;
168785,1989-07-08,86.0,Thinking Of You,SaFire,72.0,12.0,23;
168786,1989-07-08,87.0,I'll Be There For You,Bon Jovi,67.0,1.0,19;
168787,1989-07-08,88.0,All I Want Is You,U2,93.0,88.0,2;
168788,1989-07-08,89.0,If I Could Turn Back Time,Cher,,89.0,1;
168789,1989-07-08,90.0,Cuddly Toy (Feel For Me),Roachford,57.0,25.0,13;
168790,1989-07-08,91.0,18 And Life,Skid Row,,91.0,1;
168791,1989-07-08,92.0,Open Letter (To A Landlord),Living Colour,,92.0,1;
168792,1989-07-08,93.0,Love Has Taken Its Toll,Saraya,,93.0,1;
168793,1989-07-08,94.0,You Are The One,TKA,95.0,91.0,6;
168794,1989-07-08,95.0,Turned Away,Chuckii Booker,,95.0,1;
168795,1989-07-08,96.0,Closer Than Friends,Surface,92.0,57.0,13;
168796,1989-07-08,97.0,(You're My One And Only) True Love,Seduction,,97.0,1;
168797,1989-07-08,98.0,Nothin (That Compares 2 U),The Jacksons,86.0,77.0,6;
168798,1989-07-08,99.0,My One Temptation,Mica Paris,97.0,97.0,3;
168799,1989-07-08,100.0,Praying To A New God,Wang Chung,78.0,63.0,7;
168800,1989-07-01,1.0,Baby Don't Forget My Number,Milli Vanilli,4.0,1.0,10;
168801,1989-07-01,2.0,Good Thing,Fine Young Cannibals,5.0,2.0,9;
168802,1989-07-01,3.0,Satisfied,Richard Marx,1.0,1.0,9;
168803,1989-07-01,4.0,Buffalo Stance,Neneh Cherry,3.0,3.0,14;
168804,1989-07-01,5.0,If You Don't Know Me By Now,Simply Red,11.0,5.0,9;
168805,1989-07-01,6.0,Express Yourself,Madonna,13.0,6.0,5;
168806,1989-07-01,7.0,This Time I Know It's For Real,Donna Summer,7.0,7.0,11;
168807,1989-07-01,8.0,I Drove All Night,Cyndi Lauper,12.0,8.0,9;
168808,1989-07-01,9.0,Miss You Like Crazy,Natalie Cole,9.0,9.0,12;
168809,1989-07-01,10.0,I'll Be Loving You (Forever),New Kids On The Block,2.0,1.0,14;
168810,1989-07-01,11.0,Toy Soldiers,Martika,15.0,11.0,7;
168811,1989-07-01,12.0,I Won't Back Down,Tom Petty,14.0,12.0,10;
168812,1989-07-01,13.0,What You Don't Know,Expose,16.0,13.0,7;
168813,1989-07-01,14.0,The Doctor,The Doobie Brothers,17.0,14.0,7;
168814,"1989-07-01,15,""Wind Beneath My Wings (From """"Beaches"""")"",Bette Midler,6,1,18;",,,,,,
168815,1989-07-01,16.0,Rooms On Fire,Stevie Nicks,22.0,16.0,9;
168816,1989-07-01,17.0,Cry,Waterfront,10.0,10.0,13;
168817,1989-07-01,18.0,Every Little Step,Bobby Brown,8.0,3.0,15;
168818,1989-07-01,19.0,So Alive,Love And Rockets,26.0,19.0,7;
168819,1989-07-01,20.0,Into The Night,Benny Mardones,23.0,11.0,29;
168820,1989-07-01,21.0,Crazy About Her,Rod Stewart,24.0,21.0,8;
168821,"1989-07-01,22,""Batdance (From """"Batman"""")"",Prince,41,22,3;",,,,,,
168822,1989-07-01,23.0,Lay Your Hands On Me,Bon Jovi,29.0,23.0,5;
168823,1989-07-01,24.0,Who Do You Give Your Love To?,Michael Morales,28.0,24.0,10;
168824,1989-07-01,25.0,Once Bitten Twice Shy,Great White,35.0,25.0,8;
168825,1989-07-01,26.0,My Brave Face,Paul McCartney,33.0,26.0,6;
168826,"1989-07-01,27,""On Our Own (From """"Ghostbusters II"""")"",Bobby Brown,42,27,4;",,,,,,
168827,1989-07-01,28.0,Veronica,Elvis Costello,19.0,19.0,11;
168828,1989-07-01,29.0,I Like It,Dino,39.0,29.0,8;
168829,1989-07-01,30.0,Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),18.0,8.0,18;
168830,1989-07-01,31.0,Down Boys,Warrant,38.0,31.0,10;
168831,1989-07-01,32.0,Send Me An Angel '89,Real Life,36.0,32.0,8;
168832,1989-07-01,33.0,Be With You,The Bangles,30.0,30.0,9;
168833,1989-07-01,34.0,Dressed For Success,Roxette,40.0,34.0,6;
168834,1989-07-01,35.0,Coming Home,Cinderella,20.0,20.0,13;
168835,"1989-07-01,36,""Rock On (From """"Dream A Little Dream"""")"",Michael Damian,21,1,16;",,,,,,
168836,1989-07-01,37.0,Forever Your Girl,Paula Abdul,25.0,1.0,17;
168837,1989-07-01,38.0,Hey Baby,Henry Lee Summer,43.0,38.0,7;
168838,1989-07-01,39.0,Secret Rendezvous,Karyn White,44.0,39.0,6;
168839,1989-07-01,40.0,Where Are You Now?,Jimmy Harnen With Synch,32.0,10.0,31;
168840,1989-07-01,41.0,No More Rhyme,Debbie Gibson,51.0,41.0,3;
168841,"1989-07-01,42,""In Your Eyes (Theme From """"Say Anything"""")"",Peter Gabriel,45,26,21;",,,,,,
168842,1989-07-01,43.0,Me Myself And I,De La Soul,49.0,43.0,5;
168843,1989-07-01,44.0,Patience,Guns N' Roses,34.0,4.0,13;
168844,1989-07-01,45.0,I'm That Type Of Guy,LL Cool J,54.0,45.0,4;
168845,1989-07-01,46.0,Cold Hearted,Paula Abdul,65.0,46.0,2;
168846,1989-07-01,47.0,Headed For A Heartbreak,Winger,53.0,47.0,5;
168847,1989-07-01,48.0,Sacred Emotion,Donny Osmond,58.0,48.0,3;
168848,1989-07-01,49.0,The End Of The Innocence,Don Henley,62.0,49.0,2;
168849,1989-07-01,50.0,Fire Woman,The Cult,50.0,50.0,6;
168850,1989-07-01,51.0,Hooked On You,Sweet Sensation,56.0,51.0,17;
168851,1989-07-01,52.0,In My Eyes,Stevie B,57.0,52.0,6;
168852,1989-07-01,53.0,Fascination Street,The Cure,46.0,46.0,8;
168853,1989-07-01,54.0,Friends,Jody Watley With Eric B. & Rakim,66.0,54.0,3;
168854,1989-07-01,55.0,Soldier Of Love,Donny Osmond,37.0,2.0,15;
168855,1989-07-01,56.0,Pop Singer,John Mellencamp,31.0,15.0,10;
168856,1989-07-01,57.0,Cuddly Toy (Feel For Me),Roachford,27.0,25.0,12;
168857,1989-07-01,58.0,Joy And Pain,Rob Base & D.J. E-Z Rock,64.0,58.0,6;
168858,1989-07-01,59.0,We Can Last Forever,Chicago,55.0,55.0,8;
168859,1989-07-01,60.0,Calling It Love,Animotion,70.0,60.0,4;
168860,1989-07-01,61.0,Cover Of Love,Michael Damian,72.0,61.0,3;
168861,1989-07-01,62.0,Real Love,Jody Watley,47.0,2.0,16;
168862,1989-07-01,63.0,Angel Eyes,The Jeff Healey Band,76.0,63.0,3;
168863,1989-07-01,64.0,Everlasting Love,Howard Jones,48.0,12.0,16;
168864,1989-07-01,65.0,Right Next To Me,Whistle,71.0,65.0,5;
168865,"1989-07-01,66,""After All (Love Theme From """"Chances Are"""")"",Cher & Peter Cetera,59,6,17;",,,,,,
168866,1989-07-01,67.0,I'll Be There For You,Bon Jovi,52.0,1.0,18;
168867,1989-07-01,68.0,Moonlight On Water,Kevin Raleigh,60.0,60.0,7;
168868,1989-07-01,69.0,Keep On Movin',Soul II Soul (Featuring Caron Wheeler),82.0,69.0,2;
168869,1989-07-01,70.0,Love Train,Holly Johnson,78.0,70.0,3;
168870,1989-07-01,71.0,I Want It All,Queen,61.0,50.0,8;
168871,1989-07-01,72.0,Thinking Of You,SaFire,67.0,12.0,22;
168872,"1989-07-01,73,""It Isn't, It Wasn't, It Ain't Never Gonna Be"",Aretha Franklin/Whitney Houston,,73,1;",,,,,,
168873,"1989-07-01,74,Trouble Me,""10,000 Maniacs"",81,74,3;",,,,,,
168874,1989-07-01,75.0,Yo No Se,Pajama Party,77.0,75.0,7;
168875,1989-07-01,76.0,Soul Provider,Michael Bolton,,76.0,1;
168876,1989-07-01,77.0,Comin' Down Tonight,Thirty Eight Special,83.0,77.0,2;
168877,1989-07-01,78.0,Praying To A New God,Wang Chung,63.0,63.0,6;
168878,1989-07-01,79.0,Talk It Over,Grayson Hugh,88.0,79.0,2;
168879,1989-07-01,80.0,Little Fighter,White Lion,94.0,80.0,2;
168880,1989-07-01,81.0,Dancing In Heaven (Orbital Be-Bop),Q-feel,87.0,81.0,3;
168881,1989-07-01,82.0,Gonna Make It,SaFire,90.0,82.0,2;
168882,"1989-07-01,83,""Iko Iko (From """"Rain Man"""")"",The Belle Stars,69,14,18;",,,,,,
168883,1989-07-01,84.0,Funky Cold Medina,Tone-Loc,74.0,3.0,18;
168884,1989-07-01,85.0,Don't Say You Love Me,Billy Squier,93.0,85.0,2;
168885,1989-07-01,86.0,Nothin (That Compares 2 U),The Jacksons,79.0,77.0,5;
168886,1989-07-01,87.0,Shower Me With Your Love,Surface,,87.0,1;
168887,1989-07-01,88.0,Second Chance,Thirty Eight Special,68.0,6.0,21;
168888,1989-07-01,89.0,The Prisoner,Howard Jones,,89.0,1;
168889,1989-07-01,90.0,Come Home With Me Baby,Dead Or Alive,,90.0,1;
168890,1989-07-01,91.0,Tell Me I'm Not Dreaming,Robert Palmer,,91.0,1;
168891,1989-07-01,92.0,Closer Than Friends,Surface,85.0,57.0,12;
168892,1989-07-01,93.0,All I Want Is You,U2,,93.0,1;
168893,1989-07-01,94.0,I Wanna Be The One,Stevie B,84.0,32.0,20;
168894,1989-07-01,95.0,You Are The One,TKA,92.0,91.0,5;
168895,1989-07-01,96.0,She Drives Me Crazy,Fine Young Cannibals,75.0,1.0,23;
168896,1989-07-01,97.0,My One Temptation,Mica Paris,97.0,97.0,2;
168897,1989-07-01,98.0,Like A Prayer,Madonna,73.0,1.0,16;
168898,1989-07-01,99.0,Pop Song 89,R.E.M.,86.0,86.0,4;
168899,1989-07-01,100.0,Girl You Know It's True,Milli Vanilli,80.0,2.0,26;
168900,1989-06-24,1.0,Satisfied,Richard Marx,4.0,1.0,8;
168901,1989-06-24,2.0,I'll Be Loving You (Forever),New Kids On The Block,1.0,1.0,13;
168902,1989-06-24,3.0,Buffalo Stance,Neneh Cherry,5.0,3.0,13;
168903,1989-06-24,4.0,Baby Don't Forget My Number,Milli Vanilli,6.0,4.0,9;
168904,1989-06-24,5.0,Good Thing,Fine Young Cannibals,7.0,5.0,8;
168905,"1989-06-24,6,""Wind Beneath My Wings (From """"Beaches"""")"",Bette Midler,2,1,17;",,,,,,
168906,1989-06-24,7.0,This Time I Know It's For Real,Donna Summer,9.0,7.0,10;
168907,1989-06-24,8.0,Every Little Step,Bobby Brown,3.0,3.0,14;
168908,1989-06-24,9.0,Miss You Like Crazy,Natalie Cole,12.0,9.0,11;
168909,1989-06-24,10.0,Cry,Waterfront,10.0,10.0,12;
168910,1989-06-24,11.0,If You Don't Know Me By Now,Simply Red,17.0,11.0,8;
168911,1989-06-24,12.0,I Drove All Night,Cyndi Lauper,13.0,12.0,8;
168912,1989-06-24,13.0,Express Yourself,Madonna,24.0,13.0,4;
168913,1989-06-24,14.0,I Won't Back Down,Tom Petty,18.0,14.0,9;
168914,1989-06-24,15.0,Toy Soldiers,Martika,26.0,15.0,6;
168915,1989-06-24,16.0,What You Don't Know,Expose,22.0,16.0,6;
168916,1989-06-24,17.0,The Doctor,The Doobie Brothers,25.0,17.0,6;
168917,1989-06-24,18.0,Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),8.0,8.0,17;
168918,1989-06-24,19.0,Veronica,Elvis Costello,23.0,19.0,10;
168919,1989-06-24,20.0,Coming Home,Cinderella,21.0,20.0,12;
168920,"1989-06-24,21,""Rock On (From """"Dream A Little Dream"""")"",Michael Damian,11,1,15;",,,,,,
168921,1989-06-24,22.0,Rooms On Fire,Stevie Nicks,29.0,22.0,8;
168922,1989-06-24,23.0,Into The Night,Benny Mardones,27.0,11.0,28;
168923,1989-06-24,24.0,Crazy About Her,Rod Stewart,30.0,24.0,7;
168924,1989-06-24,25.0,Forever Your Girl,Paula Abdul,20.0,1.0,16;
168925,1989-06-24,26.0,So Alive,Love And Rockets,35.0,26.0,6;
168926,1989-06-24,27.0,Cuddly Toy (Feel For Me),Roachford,28.0,25.0,11;
168927,1989-06-24,28.0,Who Do You Give Your Love To?,Michael Morales,34.0,28.0,9;
168928,1989-06-24,29.0,Lay Your Hands On Me,Bon Jovi,37.0,29.0,4;
168929,1989-06-24,30.0,Be With You,The Bangles,31.0,30.0,8;
168930,1989-06-24,31.0,Pop Singer,John Mellencamp,15.0,15.0,9;
168931,1989-06-24,32.0,Where Are You Now?,Jimmy Harnen With Synch,16.0,10.0,30;
