,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
158526,1991-06-22,27.0,P.A.S.S.I.O.N.,Rhythm Syndicate,39.0,27.0,4;
158527,1991-06-22,28.0,Love At First Sight,Styx,25.0,25.0,12;
158528,1991-06-22,29.0,The Dream Is Still Alive,Wilson Phillips,40.0,29.0,4;
158529,1991-06-22,30.0,Rhythm Of My Heart,Rod Stewart,21.0,5.0,15;
158530,1991-06-22,31.0,Baby Baby,Amy Grant,27.0,1.0,18;
158531,1991-06-22,32.0,Miracle,Whitney Houston,13.0,9.0,11;
158532,1991-06-22,33.0,Touch Me (All Night Long),Cathy Dennis,24.0,2.0,17;
158533,1991-06-22,34.0,Silent Lucidity,Queensryche,23.0,9.0,14;
158534,1991-06-22,35.0,Here We Go,C+C Music Factory/F. Williams,26.0,3.0,17;
158535,1991-06-22,36.0,Temptation,Corina,43.0,36.0,6;
158536,1991-06-22,37.0,It Ain't Over 'til It's Over,Lenny Kravitz,44.0,37.0,3;
158537,1991-06-22,38.0,Does Anybody Really Fall In Love Anymore?,Kane Roberts,41.0,38.0,9;
158538,1991-06-22,39.0,Every Heartbeat,Amy Grant,53.0,39.0,2;
158539,1991-06-22,40.0,Don't Treat Me Bad,Firehouse,36.0,19.0,16;
158540,1991-06-22,41.0,I'll Be There,The Escape Club,45.0,41.0,5;
158541,1991-06-22,42.0,You Can't Play With My Yo-Yo,Yo-Yo Featuring Ice Cube,47.0,42.0,5;
158542,1991-06-22,43.0,Fading Like A Flower (Every Time You Leave),Roxette,59.0,43.0,2;
158543,1991-06-22,44.0,Life Goes On,Poison,49.0,44.0,8;
158544,1991-06-22,45.0,See The Lights,Simple Minds,48.0,45.0,6;
158545,1991-06-22,46.0,I Touch Myself,Divinyls,29.0,4.0,16;
158546,1991-06-22,47.0,Joyride,Roxette,37.0,1.0,17;
158547,1991-06-22,48.0,Love And Understanding,Cher,60.0,48.0,2;
158548,1991-06-22,49.0,Kissing You,Keith Washington,50.0,49.0,5;
158549,1991-06-22,50.0,Exclusivity,Damian Dame,52.0,50.0,6;
158550,1991-06-22,51.0,Summertime,D.J. Jazzy Jeff & The Fresh Prince,85.0,51.0,2;
158551,1991-06-22,52.0,Written All Over Your Face,The Rude Boys,31.0,16.0,16;
158552,1991-06-22,53.0,Wind Of Change,Scorpions,68.0,53.0,4;
158553,1991-06-22,54.0,What Comes Naturally,Sheena Easton,38.0,19.0,13;
158554,1991-06-22,55.0,Motownphilly,Boyz II Men,63.0,55.0,2;
158555,1991-06-22,56.0,Voices That Care,Voices That Care,46.0,11.0,15;
158556,1991-06-22,57.0,This Time Make It Funky,Tracie Spencer,54.0,54.0,6;
158557,"1991-06-22,58,""Nights Like This (From """"The Five Heartbeats"""")"",After 7,67,58,5;",,,,,,
158558,1991-06-22,59.0,Higher Than Hope,Daryl Braithwaite,61.0,59.0,4;
158559,1991-06-22,60.0,Elevate My Mind,Stereo MC's,66.0,60.0,4;
158560,"1991-06-22,61,""Part Of Me, Part Of You"",Glenn Frey,55,55,7;",,,,,,
158561,1991-06-22,62.0,Can't Forget You,Gloria Estefan,73.0,62.0,3;
158562,1991-06-22,63.0,My Body Says Yes,Titiyo,76.0,63.0,3;
158563,1991-06-22,64.0,Love Desire,Sandee,80.0,64.0,4;
158564,1991-06-22,65.0,Ooh La La,David Hallyday,74.0,65.0,5;
158565,1991-06-22,66.0,Can I Call You My Girl,PC Quest,75.0,66.0,8;
158566,1991-06-22,67.0,Kisses In The Night,Brandon,64.0,64.0,7;
158567,1991-06-22,68.0,Dirty Love,Thunder,79.0,68.0,4;
158568,1991-06-22,69.0,Cry For Help,Rick Astley,58.0,7.0,19;
158569,1991-06-22,70.0,Going Through The Motions,Aftershock,62.0,52.0,13;
158570,1991-06-22,71.0,What A Price To Pay,Michael Damian,83.0,71.0,3;
158571,1991-06-22,72.0,Where The Streets Have No Name,Pet Shop Boys,78.0,72.0,5;
158572,1991-06-22,73.0,You Don't Have To Go Home Tonight,The Triplets,51.0,14.0,15;
158573,1991-06-22,74.0,Dream Lover,The Rebel Pebbles,42.0,42.0,10;
158574,1991-06-22,75.0,She Talks To Angels,The Black Crowes,56.0,30.0,15;
158575,1991-06-22,76.0,More Than Ever,Nelson,65.0,14.0,16;
158576,1991-06-22,77.0,I Can't Wait Another Minute,Hi-Five,,77.0,1;
158577,1991-06-22,78.0,Surrender,Trixter,89.0,78.0,3;
158578,1991-06-22,79.0,Someone,The Rembrandts,88.0,79.0,5;
158579,1991-06-22,80.0,Your Love,Keith Sweat,91.0,80.0,2;
158580,1991-06-22,81.0,Forever Amo'r,D'zyre,84.0,81.0,3;
158581,1991-06-22,82.0,(If There Was) Any Other Way,Celine Dion,57.0,35.0,12;
158582,1991-06-22,83.0,Crazy,Seal,,83.0,1;
158583,1991-06-22,84.0,Hard To Handle,The Black Crowes,,84.0,1;
158584,1991-06-22,85.0,Move Right Out,Rick Astley,,85.0,1;
158585,1991-06-22,86.0,Lift Me Up,Yes,87.0,86.0,4;
158586,1991-06-22,87.0,Summer Vacation,The Party,96.0,87.0,2;
158587,1991-06-22,88.0,It's A Shame (My Sister),Monie Love Featuring True Image,70.0,26.0,15;
158588,1991-06-22,89.0,Whatever You Want,Tony Toni Tone,82.0,48.0,11;
158589,1991-06-22,90.0,Only Time Will Tell,Nelson,,90.0,1;
158590,1991-06-22,91.0,Come Again,Damn Yankees,69.0,50.0,10;
158591,1991-06-22,92.0,Round And Round,Tevin Campbell,81.0,12.0,29;
158592,1991-06-22,93.0,Love On A Rooftop,Desmond Child,,93.0,1;
158593,1991-06-22,94.0,3 A.M. Eternal,The KLF,,94.0,1;
158594,1991-06-22,95.0,Break Up To Make Up,Cynthia,,95.0,1;
158595,1991-06-22,96.0,Save Some Love,Keedy,77.0,15.0,15;
158596,1991-06-22,97.0,Love Gets Rough,Troy Newman,97.0,97.0,2;
158597,1991-06-22,98.0,Let The Beat Hit 'Em,Lisa Lisa And Cult Jam,,98.0,1;
158598,1991-06-22,99.0,My Heart Is Failing Me,Riff,71.0,25.0,14;
158599,1991-06-22,100.0,Can You Stop The Rain,Peabo Bryson,,100.0,1;
158600,1991-06-15,1.0,Rush Rush,Paula Abdul,3.0,1.0,6;
158601,"1991-06-15,2,""I Wanna Sex You Up (From """"New Jack City"""")"",Color Me Badd,2,2,11;",,,,,,
158602,1991-06-15,3.0,More Than Words,Extreme,1.0,1.0,13;
158603,1991-06-15,4.0,Love Is A Wonderful Thing,Michael Bolton,5.0,4.0,9;
158604,1991-06-15,5.0,Losing My Religion,R.E.M.,6.0,5.0,11;
158605,1991-06-15,6.0,I Don't Wanna Cry,Mariah Carey,4.0,1.0,11;
158606,1991-06-15,7.0,Unbelievable,EMF,8.0,7.0,10;
158607,1991-06-15,8.0,Power Of Love/Love Power,Luther Vandross,10.0,8.0,8;
158608,1991-06-15,9.0,Strike It Up,Black Box,11.0,9.0,11;
158609,1991-06-15,10.0,I Like The Way (The Kissing Game),Hi-Five,7.0,1.0,17;
158610,1991-06-15,11.0,Couple Days Off,Huey Lewis & The News,15.0,11.0,8;
158611,1991-06-15,12.0,Playground,Another Bad Creation,17.0,12.0,8;
158612,1991-06-15,13.0,Miracle,Whitney Houston,9.0,9.0,10;
158613,"1991-06-15,14,""Right Here, Right Now"",Jesus Jones,23,14,10;",,,,,,
158614,1991-06-15,15.0,Here I Am (Come And Take Me),UB40,25.0,15.0,13;
158615,1991-06-15,16.0,We Want The Funk,Gerardo,26.0,16.0,7;
158616,1991-06-15,17.0,Mama Said Knock You Out,LL Cool J,22.0,17.0,10;
158617,1991-06-15,18.0,Walking In Memphis,Marc Cohn,27.0,18.0,12;
158618,1991-06-15,19.0,Gypsy Woman (She's Homeless),Crystal Waters,32.0,19.0,7;
158619,1991-06-15,20.0,How Can I Ease The Pain,Lisa Fischer,31.0,20.0,10;
158620,1991-06-15,21.0,Rhythm Of My Heart,Rod Stewart,14.0,5.0,14;
158621,1991-06-15,22.0,Do You Want Me,Salt-N-Pepa,24.0,22.0,13;
158622,1991-06-15,23.0,Silent Lucidity,Queensryche,12.0,9.0,13;
158623,1991-06-15,24.0,Touch Me (All Night Long),Cathy Dennis,13.0,2.0,16;
158624,1991-06-15,25.0,Love At First Sight,Styx,30.0,25.0,11;
158625,1991-06-15,26.0,Here We Go,C+C Music Factory/F. Williams,18.0,3.0,16;
158626,1991-06-15,27.0,Baby Baby,Amy Grant,19.0,1.0,17;
158627,1991-06-15,28.0,Place In This World,Michael W. Smith,33.0,28.0,7;
158628,1991-06-15,29.0,I Touch Myself,Divinyls,21.0,4.0,15;
158629,1991-06-15,30.0,Never Gonna Let You Down,Surface,35.0,30.0,8;
158630,1991-06-15,31.0,Written All Over Your Face,The Rude Boys,16.0,16.0,15;
158631,1991-06-15,32.0,Piece Of My Heart,Tara Kemp,38.0,32.0,6;
158632,1991-06-15,33.0,Lily Was Here,David A. Stewart Introducing Candy Dulfer,40.0,33.0,5;
158633,1991-06-15,34.0,I'll Never Let You Go,Steelheart,34.0,34.0,14;
158634,1991-06-15,35.0,A Better Love,Londonbeat,37.0,35.0,6;
158635,1991-06-15,36.0,Don't Treat Me Bad,Firehouse,20.0,19.0,15;
158636,1991-06-15,37.0,Joyride,Roxette,29.0,1.0,16;
158637,1991-06-15,38.0,What Comes Naturally,Sheena Easton,28.0,19.0,12;
158638,1991-06-15,39.0,P.A.S.S.I.O.N.,Rhythm Syndicate,49.0,39.0,3;
158639,1991-06-15,40.0,The Dream Is Still Alive,Wilson Phillips,50.0,40.0,3;
158640,1991-06-15,41.0,Does Anybody Really Fall In Love Anymore?,Kane Roberts,43.0,41.0,8;
158641,1991-06-15,42.0,Dream Lover,The Rebel Pebbles,44.0,42.0,9;
158642,1991-06-15,43.0,Temptation,Corina,51.0,43.0,5;
158643,1991-06-15,44.0,It Ain't Over 'til It's Over,Lenny Kravitz,64.0,44.0,2;
158644,1991-06-15,45.0,I'll Be There,The Escape Club,56.0,45.0,4;
158645,1991-06-15,46.0,Voices That Care,Voices That Care,39.0,11.0,14;
158646,1991-06-15,47.0,You Can't Play With My Yo-Yo,Yo-Yo Featuring Ice Cube,55.0,47.0,4;
158647,1991-06-15,48.0,See The Lights,Simple Minds,53.0,48.0,5;
158648,1991-06-15,49.0,Life Goes On,Poison,54.0,49.0,7;
158649,1991-06-15,50.0,Kissing You,Keith Washington,61.0,50.0,4;
158650,1991-06-15,51.0,You Don't Have To Go Home Tonight,The Triplets,36.0,14.0,14;
158651,1991-06-15,52.0,Exclusivity,Damian Dame,59.0,52.0,5;
158652,1991-06-15,53.0,Every Heartbeat,Amy Grant,,53.0,1;
158653,1991-06-15,54.0,This Time Make It Funky,Tracie Spencer,63.0,54.0,5;
158654,"1991-06-15,55,""Part Of Me, Part Of You"",Glenn Frey,60,55,6;",,,,,,
158655,1991-06-15,56.0,She Talks To Angels,The Black Crowes,48.0,30.0,14;
158656,1991-06-15,57.0,(If There Was) Any Other Way,Celine Dion,41.0,35.0,11;
158657,1991-06-15,58.0,Cry For Help,Rick Astley,46.0,7.0,18;
158658,1991-06-15,59.0,Fading Like A Flower (Every Time You Leave),Roxette,,59.0,1;
158659,1991-06-15,60.0,Love And Understanding,Cher,,60.0,1;
158660,1991-06-15,61.0,Higher Than Hope,Daryl Braithwaite,74.0,61.0,3;
158661,1991-06-15,62.0,Going Through The Motions,Aftershock,52.0,52.0,12;
158662,1991-06-15,63.0,Motownphilly,Boyz II Men,,63.0,1;
158663,1991-06-15,64.0,Kisses In The Night,Brandon,65.0,64.0,6;
158664,1991-06-15,65.0,More Than Ever,Nelson,47.0,14.0,15;
158665,1991-06-15,66.0,Elevate My Mind,Stereo MC's,77.0,66.0,3;
158666,"1991-06-15,67,""Nights Like This (From """"The Five Heartbeats"""")"",After 7,73,67,4;",,,,,,
158667,1991-06-15,68.0,Wind Of Change,Scorpions,79.0,68.0,3;
158668,1991-06-15,69.0,Come Again,Damn Yankees,57.0,50.0,9;
158669,1991-06-15,70.0,It's A Shame (My Sister),Monie Love Featuring True Image,58.0,26.0,14;
158670,1991-06-15,71.0,My Heart Is Failing Me,Riff,42.0,25.0,13;
158671,1991-06-15,72.0,People Are Still Having Sex,LaTour,45.0,35.0,11;
158672,1991-06-15,73.0,Can't Forget You,Gloria Estefan,90.0,73.0,2;
158673,1991-06-15,74.0,Ooh La La,David Hallyday,81.0,74.0,4;
158674,1991-06-15,75.0,Can I Call You My Girl,PC Quest,75.0,75.0,7;
158675,1991-06-15,76.0,My Body Says Yes,Titiyo,85.0,76.0,2;
158676,1991-06-15,77.0,Save Some Love,Keedy,62.0,15.0,14;
158677,1991-06-15,78.0,Where The Streets Have No Name,Pet Shop Boys,76.0,76.0,4;
158678,1991-06-15,79.0,Dirty Love,Thunder,84.0,79.0,3;
158679,1991-06-15,80.0,Love Desire,Sandee,82.0,80.0,3;
158680,1991-06-15,81.0,Round And Round,Tevin Campbell,70.0,12.0,28;
158681,1991-06-15,82.0,Whatever You Want,Tony Toni Tone,68.0,48.0,10;
158682,1991-06-15,83.0,What A Price To Pay,Michael Damian,92.0,83.0,2;
158683,1991-06-15,84.0,Forever Amo'r,D'zyre,87.0,84.0,2;
158684,1991-06-15,85.0,Summertime,D.J. Jazzy Jeff & The Fresh Prince,,85.0,1;
158685,1991-06-15,86.0,I Don't Want To Lose Your Love,B Angie B,71.0,54.0,8;
158686,1991-06-15,87.0,Lift Me Up,Yes,89.0,87.0,3;
158687,1991-06-15,88.0,Someone,The Rembrandts,88.0,88.0,4;
158688,1991-06-15,89.0,Surrender,Trixter,94.0,89.0,2;
158689,1991-06-15,90.0,I've Been Thinking About You,Londonbeat,67.0,1.0,19;
158690,1991-06-15,91.0,Your Love,Keith Sweat,,91.0,1;
158691,1991-06-15,92.0,You're In Love,Wilson Phillips,72.0,1.0,19;
158692,1991-06-15,93.0,Over And Over,Timmy T.,66.0,63.0,6;
158693,1991-06-15,94.0,Hold You Tight,Tara Kemp,69.0,3.0,22;
158694,"1991-06-15,95,""Just The Way It Is, Baby"",The Rembrandts,83,14,19;",,,,,,
158695,1991-06-15,96.0,Summer Vacation,The Party,,96.0,1;
158696,1991-06-15,97.0,Love Gets Rough,Troy Newman,,97.0,1;
158697,1991-06-15,98.0,Iesha,Another Bad Creation,80.0,9.0,23;
158698,"1991-06-15,99,""New Jack Hustler (Nino's Theme) (From """"New Jack City"""")"",Ice-T,86,67,8;",,,,,,
158699,1991-06-15,100.0,Feel The Groove,Cartouche,78.0,66.0,10;
158700,1991-06-08,1.0,More Than Words,Extreme,2.0,1.0,12;
158701,"1991-06-08,2,""I Wanna Sex You Up (From """"New Jack City"""")"",Color Me Badd,3,2,10;",,,,,,
158702,1991-06-08,3.0,Rush Rush,Paula Abdul,5.0,3.0,5;
158703,1991-06-08,4.0,I Don't Wanna Cry,Mariah Carey,1.0,1.0,10;
158704,1991-06-08,5.0,Love Is A Wonderful Thing,Michael Bolton,4.0,4.0,8;
158705,1991-06-08,6.0,Losing My Religion,R.E.M.,7.0,6.0,10;
158706,1991-06-08,7.0,I Like The Way (The Kissing Game),Hi-Five,6.0,1.0,16;
158707,1991-06-08,8.0,Unbelievable,EMF,12.0,8.0,9;
158708,1991-06-08,9.0,Miracle,Whitney Houston,11.0,9.0,9;
158709,1991-06-08,10.0,Power Of Love/Love Power,Luther Vandross,17.0,10.0,7;
158710,1991-06-08,11.0,Strike It Up,Black Box,16.0,11.0,10;
158711,1991-06-08,12.0,Silent Lucidity,Queensryche,9.0,9.0,12;
158712,1991-06-08,13.0,Touch Me (All Night Long),Cathy Dennis,8.0,2.0,15;
158713,1991-06-08,14.0,Rhythm Of My Heart,Rod Stewart,10.0,5.0,13;
158714,1991-06-08,15.0,Couple Days Off,Huey Lewis & The News,20.0,15.0,7;
158715,1991-06-08,16.0,Written All Over Your Face,The Rude Boys,18.0,16.0,14;
158716,1991-06-08,17.0,Playground,Another Bad Creation,23.0,17.0,7;
158717,1991-06-08,18.0,Here We Go,C+C Music Factory/F. Williams,14.0,3.0,15;
158718,1991-06-08,19.0,Baby Baby,Amy Grant,15.0,1.0,16;
158719,1991-06-08,20.0,Don't Treat Me Bad,Firehouse,19.0,19.0,14;
158720,1991-06-08,21.0,I Touch Myself,Divinyls,13.0,4.0,14;
158721,1991-06-08,22.0,Mama Said Knock You Out,LL Cool J,25.0,22.0,9;
158722,"1991-06-08,23,""Right Here, Right Now"",Jesus Jones,29,23,9;",,,,,,
158723,1991-06-08,24.0,Do You Want Me,Salt-N-Pepa,26.0,24.0,12;
158724,1991-06-08,25.0,Here I Am (Come And Take Me),UB40,27.0,25.0,12;
158725,1991-06-08,26.0,We Want The Funk,Gerardo,31.0,26.0,6;
158726,1991-06-08,27.0,Walking In Memphis,Marc Cohn,30.0,27.0,11;
158727,1991-06-08,28.0,What Comes Naturally,Sheena Easton,22.0,19.0,11;
158728,1991-06-08,29.0,Joyride,Roxette,21.0,1.0,15;
158729,1991-06-08,30.0,Love At First Sight,Styx,32.0,30.0,10;
158730,1991-06-08,31.0,How Can I Ease The Pain,Lisa Fischer,34.0,31.0,9;
158731,1991-06-08,32.0,Gypsy Woman (She's Homeless),Crystal Waters,37.0,32.0,6;
158732,1991-06-08,33.0,Place In This World,Michael W. Smith,42.0,33.0,6;
158733,1991-06-08,34.0,I'll Never Let You Go,Steelheart,39.0,34.0,13;
158734,1991-06-08,35.0,Never Gonna Let You Down,Surface,40.0,35.0,7;
158735,1991-06-08,36.0,You Don't Have To Go Home Tonight,The Triplets,24.0,14.0,13;
158736,1991-06-08,37.0,A Better Love,Londonbeat,45.0,37.0,5;
158737,1991-06-08,38.0,Piece Of My Heart,Tara Kemp,48.0,38.0,5;
158738,1991-06-08,39.0,Voices That Care,Voices That Care,33.0,11.0,13;
158739,1991-06-08,40.0,Lily Was Here,David A. Stewart Introducing Candy Dulfer,52.0,40.0,4;
158740,1991-06-08,41.0,(If There Was) Any Other Way,Celine Dion,35.0,35.0,10;
158741,1991-06-08,42.0,My Heart Is Failing Me,Riff,28.0,25.0,12;
158742,1991-06-08,43.0,Does Anybody Really Fall In Love Anymore?,Kane Roberts,49.0,43.0,7;
158743,1991-06-08,44.0,Dream Lover,The Rebel Pebbles,47.0,44.0,8;
158744,1991-06-08,45.0,People Are Still Having Sex,LaTour,43.0,35.0,10;
158745,1991-06-08,46.0,Cry For Help,Rick Astley,41.0,7.0,17;
158746,1991-06-08,47.0,More Than Ever,Nelson,36.0,14.0,14;
158747,1991-06-08,48.0,She Talks To Angels,The Black Crowes,38.0,30.0,13;
158748,1991-06-08,49.0,P.A.S.S.I.O.N.,Rhythm Syndicate,73.0,49.0,2;
158749,1991-06-08,50.0,The Dream Is Still Alive,Wilson Phillips,71.0,50.0,2;
158750,1991-06-08,51.0,Temptation,Corina,61.0,51.0,4;
158751,1991-06-08,52.0,Going Through The Motions,Aftershock,54.0,52.0,11;
158752,1991-06-08,53.0,See The Lights,Simple Minds,59.0,53.0,4;
158753,1991-06-08,54.0,Life Goes On,Poison,58.0,54.0,6;
158754,1991-06-08,55.0,You Can't Play With My Yo-Yo,Yo-Yo Featuring Ice Cube,70.0,55.0,3;
158755,1991-06-08,56.0,I'll Be There,The Escape Club,65.0,56.0,3;
158756,1991-06-08,57.0,Come Again,Damn Yankees,50.0,50.0,8;
158757,1991-06-08,58.0,It's A Shame (My Sister),Monie Love Featuring True Image,46.0,26.0,13;
158758,1991-06-08,59.0,Exclusivity,Damian Dame,66.0,59.0,4;
158759,"1991-06-08,60,""Part Of Me, Part Of You"",Glenn Frey,57,57,5;",,,,,,
158760,1991-06-08,61.0,Kissing You,Keith Washington,76.0,61.0,3;
158761,1991-06-08,62.0,Save Some Love,Keedy,44.0,15.0,13;
158762,1991-06-08,63.0,This Time Make It Funky,Tracie Spencer,67.0,63.0,4;
158763,1991-06-08,64.0,It Ain't Over 'til It's Over,Lenny Kravitz,,64.0,1;
158764,1991-06-08,65.0,Kisses In The Night,Brandon,68.0,65.0,5;
158765,1991-06-08,66.0,Over And Over,Timmy T.,63.0,63.0,5;
158766,1991-06-08,67.0,I've Been Thinking About You,Londonbeat,51.0,1.0,18;
158767,1991-06-08,68.0,Whatever You Want,Tony Toni Tone,55.0,48.0,9;
158768,1991-06-08,69.0,Hold You Tight,Tara Kemp,60.0,3.0,21;
158769,1991-06-08,70.0,Round And Round,Tevin Campbell,64.0,12.0,27;
158770,1991-06-08,71.0,I Don't Want To Lose Your Love,B Angie B,56.0,54.0,7;
158771,1991-06-08,72.0,You're In Love,Wilson Phillips,53.0,1.0,18;
158772,"1991-06-08,73,""Nights Like This (From """"The Five Heartbeats"""")"",After 7,74,73,3;",,,,,,
158773,1991-06-08,74.0,Higher Than Hope,Daryl Braithwaite,78.0,74.0,2;
158774,1991-06-08,75.0,Can I Call You My Girl,PC Quest,77.0,75.0,6;
158775,1991-06-08,76.0,Where The Streets Have No Name,Pet Shop Boys,83.0,76.0,3;
158776,1991-06-08,77.0,Elevate My Mind,Stereo MC's,88.0,77.0,2;
158777,1991-06-08,78.0,Feel The Groove,Cartouche,75.0,66.0,9;
158778,1991-06-08,79.0,Wind Of Change,Scorpions,91.0,79.0,2;
158779,1991-06-08,80.0,Iesha,Another Bad Creation,62.0,9.0,22;
158780,1991-06-08,81.0,Ooh La La,David Hallyday,85.0,81.0,3;
158781,1991-06-08,82.0,Love Desire,Sandee,89.0,82.0,2;
158782,"1991-06-08,83,""Just The Way It Is, Baby"",The Rembrandts,72,14,18;",,,,,,
158783,1991-06-08,84.0,Dirty Love,Thunder,95.0,84.0,2;
158784,1991-06-08,85.0,My Body Says Yes,Titiyo,,85.0,1;
158785,"1991-06-08,86,""New Jack Hustler (Nino's Theme) (From """"New Jack City"""")"",Ice-T,79,67,7;",,,,,,
158786,1991-06-08,87.0,Forever Amo'r,D'zyre,,87.0,1;
158787,1991-06-08,88.0,Someone,The Rembrandts,93.0,88.0,3;
158788,1991-06-08,89.0,Lift Me Up,Yes,90.0,89.0,2;
158789,1991-06-08,90.0,Can't Forget You,Gloria Estefan,,90.0,1;
158790,1991-06-08,91.0,Together Forever,Lisette Melendez,87.0,35.0,19;
158791,1991-06-08,92.0,What A Price To Pay,Michael Damian,,92.0,1;
158792,1991-06-08,93.0,Crazy,Daisy Dee,84.0,73.0,11;
158793,1991-06-08,94.0,Surrender,Trixter,,94.0,1;
158794,1991-06-08,95.0,Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,80.0,16.0,17;
158795,1991-06-08,96.0,How Much Is Enough,The Fixx,69.0,35.0,11;
158796,1991-06-08,97.0,One More Try,Timmy T.,86.0,1.0,25;
158797,1991-06-08,98.0,Something In My Heart,Michel'le,92.0,31.0,22;
158798,1991-06-08,99.0,Sadeness Part 1,Enigma,81.0,5.0,18;
158799,1991-06-08,100.0,Bitter Tears,INXS,82.0,46.0,10;
158800,1991-06-01,1.0,I Don't Wanna Cry,Mariah Carey,1.0,1.0,9;
158801,1991-06-01,2.0,More Than Words,Extreme,3.0,2.0,11;
158802,"1991-06-01,3,""I Wanna Sex You Up (From """"New Jack City"""")"",Color Me Badd,8,3,9;",,,,,,
158803,1991-06-01,4.0,Love Is A Wonderful Thing,Michael Bolton,9.0,4.0,7;
158804,1991-06-01,5.0,Rush Rush,Paula Abdul,13.0,5.0,4;
158805,1991-06-01,6.0,I Like The Way (The Kissing Game),Hi-Five,4.0,1.0,15;
158806,1991-06-01,7.0,Losing My Religion,R.E.M.,11.0,7.0,9;
158807,1991-06-01,8.0,Touch Me (All Night Long),Cathy Dennis,2.0,2.0,14;
158808,1991-06-01,9.0,Silent Lucidity,Queensryche,10.0,9.0,11;
158809,1991-06-01,10.0,Rhythm Of My Heart,Rod Stewart,5.0,5.0,12;
158810,1991-06-01,11.0,Miracle,Whitney Houston,16.0,11.0,8;
158811,1991-06-01,12.0,Unbelievable,EMF,17.0,12.0,8;
158812,1991-06-01,13.0,I Touch Myself,Divinyls,6.0,4.0,13;
158813,1991-06-01,14.0,Here We Go,C+C Music Factory/F. Williams,7.0,3.0,14;
158814,1991-06-01,15.0,Baby Baby,Amy Grant,12.0,1.0,15;
158815,1991-06-01,16.0,Strike It Up,Black Box,21.0,16.0,9;
158816,1991-06-01,17.0,Power Of Love/Love Power,Luther Vandross,23.0,17.0,6;
158817,1991-06-01,18.0,Written All Over Your Face,The Rude Boys,18.0,18.0,13;
158818,1991-06-01,19.0,Don't Treat Me Bad,Firehouse,20.0,19.0,13;
158819,1991-06-01,20.0,Couple Days Off,Huey Lewis & The News,24.0,20.0,6;
158820,1991-06-01,21.0,Joyride,Roxette,15.0,1.0,14;
158821,1991-06-01,22.0,What Comes Naturally,Sheena Easton,19.0,19.0,10;
158822,1991-06-01,23.0,Playground,Another Bad Creation,28.0,23.0,6;
158823,1991-06-01,24.0,You Don't Have To Go Home Tonight,The Triplets,14.0,14.0,12;
158824,1991-06-01,25.0,Mama Said Knock You Out,LL Cool J,29.0,25.0,8;
158825,1991-06-01,26.0,Do You Want Me,Salt-N-Pepa,33.0,26.0,11;
158826,1991-06-01,27.0,Here I Am (Come And Take Me),UB40,32.0,27.0,11;
158827,1991-06-01,28.0,My Heart Is Failing Me,Riff,25.0,25.0,11;
158828,"1991-06-01,29,""Right Here, Right Now"",Jesus Jones,37,29,8;",,,,,,
158829,1991-06-01,30.0,Walking In Memphis,Marc Cohn,38.0,30.0,10;
158830,1991-06-01,31.0,We Want The Funk,Gerardo,39.0,31.0,5;
158831,1991-06-01,32.0,Love At First Sight,Styx,36.0,32.0,9;
158832,1991-06-01,33.0,Voices That Care,Voices That Care,27.0,11.0,12;
158833,1991-06-01,34.0,How Can I Ease The Pain,Lisa Fischer,42.0,34.0,8;
158834,1991-06-01,35.0,(If There Was) Any Other Way,Celine Dion,41.0,35.0,9;
158835,1991-06-01,36.0,More Than Ever,Nelson,26.0,14.0,13;
158836,1991-06-01,37.0,Gypsy Woman (She's Homeless),Crystal Waters,50.0,37.0,5;
158837,1991-06-01,38.0,She Talks To Angels,The Black Crowes,31.0,30.0,12;
158838,1991-06-01,39.0,I'll Never Let You Go,Steelheart,49.0,39.0,12;
158839,1991-06-01,40.0,Never Gonna Let You Down,Surface,46.0,40.0,6;
158840,1991-06-01,41.0,Cry For Help,Rick Astley,30.0,7.0,16;
158841,1991-06-01,42.0,Place In This World,Michael W. Smith,47.0,42.0,5;
158842,1991-06-01,43.0,People Are Still Having Sex,LaTour,35.0,35.0,9;
158843,1991-06-01,44.0,Save Some Love,Keedy,22.0,15.0,12;
158844,1991-06-01,45.0,A Better Love,Londonbeat,52.0,45.0,4;
158845,1991-06-01,46.0,It's A Shame (My Sister),Monie Love Featuring True Image,34.0,26.0,12;
158846,1991-06-01,47.0,Dream Lover,The Rebel Pebbles,53.0,47.0,7;
158847,1991-06-01,48.0,Piece Of My Heart,Tara Kemp,59.0,48.0,4;
158848,1991-06-01,49.0,Does Anybody Really Fall In Love Anymore?,Kane Roberts,56.0,49.0,6;
158849,1991-06-01,50.0,Come Again,Damn Yankees,55.0,50.0,7;
158850,1991-06-01,51.0,I've Been Thinking About You,Londonbeat,44.0,1.0,17;
158851,1991-06-01,52.0,Lily Was Here,David A. Stewart Introducing Candy Dulfer,68.0,52.0,3;
158852,1991-06-01,53.0,You're In Love,Wilson Phillips,40.0,1.0,17;
158853,1991-06-01,54.0,Going Through The Motions,Aftershock,58.0,54.0,10;
158854,1991-06-01,55.0,Whatever You Want,Tony Toni Tone,48.0,48.0,8;
158855,1991-06-01,56.0,I Don't Want To Lose Your Love,B Angie B,54.0,54.0,6;
158856,"1991-06-01,57,""Part Of Me, Part Of You"",Glenn Frey,61,57,4;",,,,,,
