,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
156124,1991-12-07,25.0,Live For Loving You,Gloria Estefan,29.0,25.0,9;
156125,1991-12-07,26.0,I Wonder Why,Curtis Stigers,26.0,9.0,14;
156126,1991-12-07,27.0,Forever My Lady,Jodeci,30.0,27.0,7;
156127,1991-12-07,28.0,Broken Arrow,Rod Stewart,34.0,28.0,8;
156128,1991-12-07,29.0,The One And Only,Chesney Hawkes,28.0,10.0,19;
156129,1991-12-07,30.0,Mind Playing Tricks On Me,Geto Boys,33.0,30.0,10;
156130,1991-12-07,31.0,Angel Baby,Angelica,35.0,31.0,8;
156131,1991-12-07,32.0,Running Back To You,Vanessa Williams,37.0,18.0,18;
156132,1991-12-07,33.0,Enter Sandman,Metallica,31.0,16.0,16;
156133,1991-12-07,34.0,Top Of The World,Van Halen,41.0,27.0,9;
156134,1991-12-07,35.0,Spending My Time,Roxette,45.0,35.0,7;
156135,1991-12-07,36.0,Change,Lisa Stansfield,44.0,32.0,6;
156136,1991-12-07,37.0,Housecall,Shabba Ranks (Featuring Maxi Priest),42.0,37.0,7;
156137,1991-12-07,38.0,Tell Me What You Want Me To Do,Tevin Campbell,46.0,38.0,5;
156138,1991-12-07,39.0,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,38.0,20.0,9;
156139,1991-12-07,40.0,Smells Like Teen Spirit,Nirvana,,40.0,1;
156140,1991-12-07,41.0,I Adore Mi Amor,Color Me Badd,36.0,1.0,20;
156141,1991-12-07,42.0,I Love Your Smile,Shanice,51.0,42.0,3;
156142,1991-12-07,43.0,Love Me All Up,Stacy Earl,55.0,43.0,4;
156143,1991-12-07,44.0,Don't Want To Be A Fool,Luther Vandross,39.0,9.0,19;
156144,1991-12-07,45.0,Tender Kisses,Tracie Spencer,47.0,44.0,8;
156145,1991-12-07,46.0,Save Up All Your Tears,Cher,49.0,46.0,8;
156146,1991-12-07,47.0,Home Sweet Home,Motley Crue,60.0,47.0,5;
156147,1991-12-07,48.0,Mysterious Ways,U2,74.0,48.0,3;
156148,1991-12-07,49.0,Groovy Train,The Farm,48.0,41.0,11;
156149,1991-12-07,50.0,Just A Touch Of Love,C+C Music Factory Presents Zelma Davis,56.0,50.0,5;
156150,1991-12-07,51.0,Is It Good To You,Heavy D & The Boyz,57.0,51.0,3;
156151,1991-12-07,52.0,Too Blind To See It,Kym Sims,59.0,52.0,4;
156152,1991-12-07,53.0,Get A Leg Up,John Mellencamp,40.0,14.0,10;
156153,1991-12-07,54.0,Can't Truss It,Public Enemy,50.0,50.0,8;
156154,1991-12-07,55.0,The Way I Feel About You,Karyn White,84.0,55.0,2;
156155,1991-12-07,56.0,Something Got Me Started,Simply Red,43.0,23.0,11;
156156,1991-12-07,57.0,Shot Of Poison,Lita Ford,64.0,45.0,6;
156157,1991-12-07,58.0,I've Got A Lot To Learn About Love,The Storm,62.0,54.0,7;
156158,1991-12-07,59.0,A Day In My Life (Without You),Lisette Melendez,52.0,49.0,11;
156159,1991-12-07,60.0,Just Want To Hold You,Jasmine Guy,54.0,34.0,19;
156160,1991-12-07,61.0,Ain't Gonna Hurt Nobody,Kid 'N Play,69.0,61.0,4;
156161,1991-12-07,62.0,Send Me An Angel,Scorpions,68.0,62.0,5;
156162,1991-12-07,63.0,Kiss You Back,Digital Underground,61.0,61.0,4;
156163,1991-12-07,64.0,In My Dreams,The Party,73.0,64.0,4;
156164,1991-12-07,65.0,The Unforgiven,Metallica,,65.0,1;
156165,1991-12-07,66.0,Keep It Comin',Keith Sweat,75.0,66.0,2;
156166,1991-12-07,67.0,I Wanna Be Your Girl,Icy Blu,67.0,67.0,6;
156167,1991-12-07,68.0,I Can't Make You Love Me,Bonnie Raitt,79.0,68.0,3;
156168,1991-12-07,69.0,All She Wrote,Firehouse,76.0,69.0,4;
156169,1991-12-07,70.0,Real Real Real,Jesus Jones,53.0,4.0,16;
156170,1991-12-07,71.0,On A Sunday Afternoon,Lighter Shade Of Brown,85.0,71.0,2;
156171,1991-12-07,72.0,Don't Let The Sun Go Down On Me,George Michael/Elton John,,72.0,1;
156172,1991-12-07,73.0,Pop That Coochie,The 2 Live Crew,70.0,58.0,6;
156173,1991-12-07,74.0,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,71.0,67.0,13;
156174,1991-12-07,75.0,Love Crazy,Atlantic Starr,82.0,75.0,3;
156175,1991-12-07,76.0,Rush,Big Audio,65.0,32.0,12;
156176,1991-12-07,77.0,No More Tears,Ozzy Osbourne,81.0,77.0,2;
156177,1991-12-07,78.0,Lies,EMF,66.0,18.0,11;
156178,1991-12-07,79.0,I Want You,Jody Watley,92.0,79.0,2;
156179,1991-12-07,80.0,The Fly,U2,63.0,61.0,5;
156180,1991-12-07,81.0,All I Need Is You,Blue Train,77.0,46.0,10;
156181,1991-12-07,82.0,Conviction Of The Heart,Kenny Loggins,80.0,65.0,7;
156182,1991-12-07,83.0,Whispers,Corina,72.0,51.0,11;
156183,1991-12-07,84.0,Addams Groove,M.C. Hammer,,84.0,1;
156184,1991-12-07,85.0,What Time Is Love?,The KLF,87.0,57.0,7;
156185,1991-12-07,86.0,The Comfort Zone,Vanessa Williams,,86.0,1;
156186,1991-12-07,87.0,Within My Heart,Voyce,89.0,87.0,2;
156187,1991-12-07,88.0,Diamonds And Pearls,Prince And The N.P.G.,,88.0,1;
156188,1991-12-07,89.0,Walk Through Fire,Bad Company,83.0,28.0,16;
156189,1991-12-07,90.0,Groovin',UB40,96.0,90.0,3;
156190,1991-12-07,91.0,Just Another Girlfriend,Hi-Five,88.0,88.0,3;
156191,1991-12-07,92.0,Hearts Don't Think (They Feel),Natural Selection,,92.0,1;
156192,1991-12-07,93.0,Word To The Badd!!,Jermaine Jackson,78.0,78.0,2;
156193,1991-12-07,94.0,Monsters And Angels,Voice Of The Beehive,93.0,74.0,6;
156194,1991-12-07,95.0,Into The Great Wide Open,Tom Petty And The Heartbreakers,95.0,92.0,4;
156195,1991-12-07,96.0,Then Came You,T.P.E.,91.0,91.0,2;
156196,1991-12-07,97.0,In Paradise,Laissez Faire,,97.0,1;
156197,1991-12-07,98.0,My Heart Belongs To You,Russ Irwin,86.0,28.0,13;
156198,1991-12-07,99.0,Stand By My Woman,Lenny Kravitz,94.0,76.0,8;
156199,1991-12-07,100.0,Hey Donna,Rhythm Syndicate,90.0,13.0,14;
156200,1991-11-30,1.0,Set Adrift On Memory Bliss,P.M. Dawn,3.0,1.0,7;
156201,1991-11-30,2.0,When A Man Loves A Woman,Michael Bolton,1.0,1.0,8;
156202,1991-11-30,3.0,Black Or White,Michael Jackson,35.0,3.0,2;
156203,1991-11-30,4.0,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,4.0,4.0,11;
156204,1991-11-30,5.0,Cream,Prince And The N.P.G.,2.0,1.0,10;
156205,1991-11-30,6.0,Blowing Kisses In The Wind,Paula Abdul,8.0,6.0,7;
156206,1991-11-30,7.0,All 4 Love,Color Me Badd,21.0,7.0,4;
156207,1991-11-30,8.0,O.P.P.,Naughty By Nature,11.0,6.0,13;
156208,1991-11-30,9.0,Do Anything,Natural Selection,24.0,2.0,17;
156209,1991-11-30,10.0,Can't Stop This Thing We Started,Bryan Adams,5.0,2.0,12;
156210,1991-11-30,11.0,That's What Love Is For,Amy Grant,7.0,7.0,10;
156211,1991-11-30,12.0,Don't Cry,Guns N' Roses,10.0,10.0,11;
156212,1991-11-30,13.0,Let's Talk About Sex,Salt-N-Pepa,13.0,13.0,15;
156213,1991-11-30,14.0,Romantic,Karyn White,15.0,1.0,16;
156214,1991-11-30,15.0,Emotions,Mariah Carey,33.0,1.0,14;
156215,1991-11-30,16.0,Set The Night To Music,Roberta Flack With Maxi Priest,6.0,6.0,11;
156216,1991-11-30,17.0,Can't Let Go,Mariah Carey,30.0,17.0,3;
156217,1991-11-30,18.0,Keep Coming Back,Richard Marx,16.0,16.0,5;
156218,1991-11-30,19.0,2 Legit 2 Quit,M.C. Hammer,36.0,19.0,4;
156219,1991-11-30,20.0,Street Of Dreams,Nia Peeples,12.0,12.0,8;
156220,1991-11-30,21.0,Wildside,Marky Mark & The Funky Bunch,26.0,21.0,4;
156221,1991-11-30,22.0,No Son Of Mine,Genesis,22.0,22.0,5;
156222,1991-11-30,23.0,Hole Hearted,Extreme,31.0,4.0,18;
156223,1991-11-30,24.0,Finally,CeCe Peniston,25.0,24.0,10;
156224,1991-11-30,25.0,With You,Tony Terry,19.0,14.0,23;
156225,1991-11-30,26.0,I Wonder Why,Curtis Stigers,9.0,9.0,13;
156226,1991-11-30,27.0,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,67.0,1.0,20;
156227,1991-11-30,28.0,The One And Only,Chesney Hawkes,17.0,10.0,18;
156228,1991-11-30,29.0,Live For Loving You,Gloria Estefan,28.0,28.0,8;
156229,1991-11-30,30.0,Forever My Lady,Jodeci,29.0,29.0,6;
156230,1991-11-30,31.0,Enter Sandman,Metallica,38.0,16.0,15;
156231,1991-11-30,32.0,Something To Talk About,Bonnie Raitt,49.0,5.0,20;
156232,1991-11-30,33.0,Mind Playing Tricks On Me,Geto Boys,37.0,33.0,9;
156233,1991-11-30,34.0,Broken Arrow,Rod Stewart,34.0,34.0,7;
156234,1991-11-30,35.0,Angel Baby,Angelica,43.0,35.0,7;
156235,1991-11-30,36.0,I Adore Mi Amor,Color Me Badd,90.0,1.0,19;
156236,1991-11-30,37.0,Running Back To You,Vanessa Williams,56.0,18.0,17;
156237,1991-11-30,38.0,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,20.0,20.0,8;
156238,1991-11-30,39.0,Don't Want To Be A Fool,Luther Vandross,47.0,9.0,18;
156239,1991-11-30,40.0,Get A Leg Up,John Mellencamp,14.0,14.0,9;
156240,1991-11-30,41.0,Top Of The World,Van Halen,27.0,27.0,8;
156241,1991-11-30,42.0,Housecall,Shabba Ranks (Featuring Maxi Priest),41.0,41.0,6;
156242,1991-11-30,43.0,Something Got Me Started,Simply Red,23.0,23.0,10;
156243,1991-11-30,44.0,Change,Lisa Stansfield,32.0,32.0,5;
156244,1991-11-30,45.0,Spending My Time,Roxette,40.0,40.0,6;
156245,1991-11-30,46.0,Tell Me What You Want Me To Do,Tevin Campbell,60.0,46.0,4;
156246,1991-11-30,47.0,Tender Kisses,Tracie Spencer,44.0,44.0,7;
156247,1991-11-30,48.0,Groovy Train,The Farm,42.0,41.0,10;
156248,1991-11-30,49.0,Save Up All Your Tears,Cher,48.0,48.0,7;
156249,1991-11-30,50.0,Can't Truss It,Public Enemy,53.0,50.0,7;
156250,1991-11-30,51.0,I Love Your Smile,Shanice,93.0,51.0,2;
156251,1991-11-30,52.0,A Day In My Life (Without You),Lisette Melendez,62.0,49.0,10;
156252,1991-11-30,53.0,Real Real Real,Jesus Jones,50.0,4.0,15;
156253,1991-11-30,54.0,Just Want To Hold You,Jasmine Guy,66.0,34.0,18;
156254,1991-11-30,55.0,Love Me All Up,Stacy Earl,69.0,55.0,3;
156255,1991-11-30,56.0,Just A Touch Of Love,C+C Music Factory Presents Zelma Davis,59.0,56.0,4;
156256,1991-11-30,57.0,Is It Good To You,Heavy D & The Boyz,78.0,57.0,2;
156257,1991-11-30,58.0,Everybody Plays The Fool,Aaron Neville,64.0,8.0,20;
156258,1991-11-30,59.0,Too Blind To See It,Kym Sims,81.0,59.0,3;
156259,1991-11-30,60.0,Home Sweet Home,Motley Crue,52.0,52.0,4;
156260,1991-11-30,61.0,Kiss You Back,Digital Underground,70.0,61.0,3;
156261,1991-11-30,62.0,I've Got A Lot To Learn About Love,The Storm,54.0,54.0,6;
156262,1991-11-30,63.0,The Fly,U2,61.0,61.0,4;
156263,1991-11-30,64.0,Shot Of Poison,Lita Ford,45.0,45.0,5;
156264,1991-11-30,65.0,Rush,Big Audio,39.0,32.0,11;
156265,1991-11-30,66.0,Lies,EMF,18.0,18.0,10;
156266,1991-11-30,67.0,I Wanna Be Your Girl,Icy Blu,71.0,67.0,5;
156267,1991-11-30,68.0,Send Me An Angel,Scorpions,63.0,63.0,4;
156268,1991-11-30,69.0,Ain't Gonna Hurt Nobody,Kid 'N Play,73.0,69.0,3;
156269,1991-11-30,70.0,Pop That Coochie,The 2 Live Crew,58.0,58.0,5;
156270,1991-11-30,71.0,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,99.0,67.0,12;
156271,1991-11-30,72.0,Whispers,Corina,89.0,51.0,10;
156272,1991-11-30,73.0,In My Dreams,The Party,82.0,73.0,3;
156273,1991-11-30,74.0,Mysterious Ways,U2,77.0,74.0,2;
156274,1991-11-30,75.0,Keep It Comin',Keith Sweat,,75.0,1;
156275,1991-11-30,76.0,All She Wrote,Firehouse,72.0,72.0,3;
156276,1991-11-30,77.0,All I Need Is You,Blue Train,46.0,46.0,9;
156277,1991-11-30,78.0,Word To The Badd!!,Jermaine Jackson,,78.0,1;
156278,1991-11-30,79.0,I Can't Make You Love Me,Bonnie Raitt,87.0,79.0,2;
156279,1991-11-30,80.0,Conviction Of The Heart,Kenny Loggins,65.0,65.0,6;
156280,1991-11-30,81.0,No More Tears,Ozzy Osbourne,,81.0,1;
156281,1991-11-30,82.0,Love Crazy,Atlantic Starr,95.0,82.0,2;
156282,1991-11-30,83.0,Walk Through Fire,Bad Company,84.0,28.0,15;
156283,1991-11-30,84.0,The Way I Feel About You,Karyn White,,84.0,1;
156284,1991-11-30,85.0,On A Sunday Afternoon,Lighter Shade Of Brown,,85.0,1;
156285,1991-11-30,86.0,My Heart Belongs To You,Russ Irwin,55.0,28.0,12;
156286,1991-11-30,87.0,What Time Is Love?,The KLF,57.0,57.0,6;
156287,1991-11-30,88.0,Just Another Girlfriend,Hi-Five,97.0,88.0,2;
156288,1991-11-30,89.0,Within My Heart,Voyce,,89.0,1;
156289,1991-11-30,90.0,Hey Donna,Rhythm Syndicate,68.0,13.0,13;
156290,1991-11-30,91.0,Then Came You,T.P.E.,,91.0,1;
156291,1991-11-30,92.0,I Want You,Jody Watley,,92.0,1;
156292,1991-11-30,93.0,Monsters And Angels,Voice Of The Beehive,74.0,74.0,5;
156293,1991-11-30,94.0,Stand By My Woman,Lenny Kravitz,76.0,76.0,7;
156294,1991-11-30,95.0,Into The Great Wide Open,Tom Petty And The Heartbreakers,92.0,92.0,3;
156295,1991-11-30,96.0,Groovin',UB40,98.0,96.0,2;
156296,1991-11-30,97.0,Thinking Of You,Grandmaster Slice,85.0,85.0,6;
156297,1991-11-30,98.0,True Companion,Marc Cohn,80.0,80.0,5;
156298,1991-11-30,99.0,Do You Feel Like I Feel?,Belinda Carlisle,83.0,73.0,6;
156299,1991-11-30,100.0,The Devil Came Up To Michigan,K.M.C. KRU,100.0,46.0,14;
156300,1991-11-23,1.0,When A Man Loves A Woman,Michael Bolton,3.0,1.0,7;
156301,1991-11-23,2.0,Cream,Prince And The N.P.G.,1.0,1.0,9;
156302,1991-11-23,3.0,Set Adrift On Memory Bliss,P.M. Dawn,5.0,3.0,6;
156303,1991-11-23,4.0,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,4.0,4.0,10;
156304,1991-11-23,5.0,Can't Stop This Thing We Started,Bryan Adams,2.0,2.0,11;
156305,1991-11-23,6.0,Set The Night To Music,Roberta Flack With Maxi Priest,6.0,6.0,10;
156306,1991-11-23,7.0,That's What Love Is For,Amy Grant,8.0,7.0,9;
156307,1991-11-23,8.0,Blowing Kisses In The Wind,Paula Abdul,13.0,8.0,6;
156308,1991-11-23,9.0,I Wonder Why,Curtis Stigers,11.0,9.0,12;
156309,1991-11-23,10.0,Don't Cry,Guns N' Roses,10.0,10.0,10;
156310,1991-11-23,11.0,O.P.P.,Naughty By Nature,7.0,6.0,12;
156311,1991-11-23,12.0,Street Of Dreams,Nia Peeples,17.0,12.0,7;
156312,1991-11-23,13.0,Let's Talk About Sex,Salt-N-Pepa,15.0,13.0,14;
156313,1991-11-23,14.0,Get A Leg Up,John Mellencamp,19.0,14.0,8;
156314,1991-11-23,15.0,Romantic,Karyn White,9.0,1.0,15;
156315,1991-11-23,16.0,Keep Coming Back,Richard Marx,24.0,16.0,4;
156316,1991-11-23,17.0,The One And Only,Chesney Hawkes,12.0,10.0,17;
156317,1991-11-23,18.0,Lies,EMF,21.0,18.0,9;
156318,1991-11-23,19.0,With You,Tony Terry,14.0,14.0,22;
156319,1991-11-23,20.0,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,22.0,20.0,7;
156320,1991-11-23,21.0,All 4 Love,Color Me Badd,28.0,21.0,3;
156321,1991-11-23,22.0,No Son Of Mine,Genesis,29.0,22.0,4;
156322,1991-11-23,23.0,Something Got Me Started,Simply Red,27.0,23.0,9;
156323,1991-11-23,24.0,Do Anything,Natural Selection,16.0,2.0,16;
156324,1991-11-23,25.0,Finally,CeCe Peniston,31.0,25.0,9;
156325,1991-11-23,26.0,Wildside,Marky Mark & The Funky Bunch,43.0,26.0,3;
156326,1991-11-23,27.0,Top Of The World,Van Halen,33.0,27.0,7;
156327,1991-11-23,28.0,Live For Loving You,Gloria Estefan,36.0,28.0,7;
156328,1991-11-23,29.0,Forever My Lady,Jodeci,37.0,29.0,5;
156329,1991-11-23,30.0,Can't Let Go,Mariah Carey,42.0,30.0,2;
156330,1991-11-23,31.0,Hole Hearted,Extreme,20.0,4.0,17;
156331,1991-11-23,32.0,Change,Lisa Stansfield,46.0,32.0,4;
156332,1991-11-23,33.0,Emotions,Mariah Carey,18.0,1.0,13;
156333,1991-11-23,34.0,Broken Arrow,Rod Stewart,38.0,34.0,6;
156334,1991-11-23,35.0,Black Or White,Michael Jackson,,35.0,1;
156335,1991-11-23,36.0,2 Legit 2 Quit,M.C. Hammer,59.0,36.0,3;
156336,1991-11-23,37.0,Mind Playing Tricks On Me,Geto Boys,35.0,35.0,8;
156337,1991-11-23,38.0,Enter Sandman,Metallica,26.0,16.0,14;
156338,1991-11-23,39.0,Rush,Big Audio,32.0,32.0,10;
156339,1991-11-23,40.0,Spending My Time,Roxette,48.0,40.0,5;
156340,1991-11-23,41.0,Housecall,Shabba Ranks (Featuring Maxi Priest),52.0,41.0,5;
156341,1991-11-23,42.0,Groovy Train,The Farm,41.0,41.0,9;
156342,1991-11-23,43.0,Angel Baby,Angelica,47.0,43.0,6;
156343,1991-11-23,44.0,Tender Kisses,Tracie Spencer,49.0,44.0,6;
156344,1991-11-23,45.0,Shot Of Poison,Lita Ford,55.0,45.0,4;
156345,1991-11-23,46.0,All I Need Is You,Blue Train,51.0,46.0,8;
156346,1991-11-23,47.0,Don't Want To Be A Fool,Luther Vandross,25.0,9.0,17;
156347,1991-11-23,48.0,Save Up All Your Tears,Cher,56.0,48.0,6;
156348,1991-11-23,49.0,Something To Talk About,Bonnie Raitt,40.0,5.0,19;
156349,1991-11-23,50.0,Real Real Real,Jesus Jones,23.0,4.0,14;
156350,1991-11-23,51.0,Love Of A Lifetime,Firehouse,39.0,5.0,22;
156351,1991-11-23,52.0,Home Sweet Home,Motley Crue,60.0,52.0,3;
156352,1991-11-23,53.0,Can't Truss It,Public Enemy,53.0,52.0,6;
156353,1991-11-23,54.0,I've Got A Lot To Learn About Love,The Storm,61.0,54.0,5;
156354,1991-11-23,55.0,My Heart Belongs To You,Russ Irwin,30.0,28.0,11;
156355,1991-11-23,56.0,Running Back To You,Vanessa Williams,44.0,18.0,16;
156356,1991-11-23,57.0,What Time Is Love?,The KLF,65.0,57.0,5;
156357,1991-11-23,58.0,Pop That Coochie,The 2 Live Crew,63.0,58.0,4;
156358,1991-11-23,59.0,Just A Touch Of Love,C+C Music Factory Presents Zelma Davis,66.0,59.0,3;
156359,1991-11-23,60.0,Tell Me What You Want Me To Do,Tevin Campbell,74.0,60.0,3;
156360,1991-11-23,61.0,The Fly,U2,68.0,61.0,3;
156361,1991-11-23,62.0,A Day In My Life (Without You),Lisette Melendez,57.0,49.0,9;
156362,1991-11-23,63.0,Send Me An Angel,Scorpions,71.0,63.0,3;
156363,1991-11-23,64.0,Everybody Plays The Fool,Aaron Neville,50.0,8.0,19;
156364,1991-11-23,65.0,Conviction Of The Heart,Kenny Loggins,67.0,65.0,5;
156365,1991-11-23,66.0,Just Want To Hold You,Jasmine Guy,54.0,34.0,17;
156366,1991-11-23,67.0,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,45.0,1.0,19;
156367,1991-11-23,68.0,Hey Donna,Rhythm Syndicate,34.0,13.0,12;
156368,1991-11-23,69.0,Love Me All Up,Stacy Earl,96.0,69.0,2;
156369,1991-11-23,70.0,Kiss You Back,Digital Underground,79.0,70.0,2;
156370,1991-11-23,71.0,I Wanna Be Your Girl,Icy Blu,78.0,71.0,4;
156371,1991-11-23,72.0,All She Wrote,Firehouse,88.0,72.0,2;
156372,1991-11-23,73.0,Ain't Gonna Hurt Nobody,Kid 'N Play,89.0,73.0,2;
156373,1991-11-23,74.0,Monsters And Angels,Voice Of The Beehive,82.0,74.0,4;
156374,1991-11-23,75.0,(Everything I Do) I Do It For You,Bryan Adams,64.0,1.0,22;
156375,1991-11-23,76.0,Stand By My Woman,Lenny Kravitz,76.0,76.0,6;
156376,1991-11-23,77.0,Mysterious Ways,U2,,77.0,1;
156377,1991-11-23,78.0,Is It Good To You,Heavy D & The Boyz,,78.0,1;
156378,1991-11-23,79.0,Motownphilly,Boyz II Men,62.0,3.0,24;
156379,1991-11-23,80.0,True Companion,Marc Cohn,80.0,80.0,4;
156380,1991-11-23,81.0,Too Blind To See It,Kym Sims,84.0,81.0,2;
156381,1991-11-23,82.0,In My Dreams,The Party,92.0,82.0,2;
156382,1991-11-23,83.0,Do You Feel Like I Feel?,Belinda Carlisle,73.0,73.0,5;
156383,1991-11-23,84.0,Walk Through Fire,Bad Company,69.0,28.0,14;
156384,1991-11-23,85.0,Thinking Of You,Grandmaster Slice,87.0,85.0,5;
156385,1991-11-23,86.0,Now That We Found Love,Heavy D & The Boyz,70.0,11.0,22;
156386,1991-11-23,87.0,I Can't Make You Love Me,Bonnie Raitt,,87.0,1;
156387,1991-11-23,88.0,Fall At Your Feet,Crowded House,75.0,75.0,6;
156388,1991-11-23,89.0,Whispers,Corina,72.0,51.0,9;
156389,1991-11-23,90.0,I Adore Mi Amor,Color Me Badd,58.0,1.0,18;
156390,1991-11-23,91.0,Double Good Everything,Smokey Robinson,95.0,91.0,3;
156391,1991-11-23,92.0,Into The Great Wide Open,Tom Petty And The Heartbreakers,99.0,92.0,2;
156392,1991-11-23,93.0,I Love Your Smile,Shanice,,93.0,1;
156393,1991-11-23,94.0,Straight To Your Heart,Bad English,77.0,42.0,13;
156394,1991-11-23,95.0,Love Crazy,Atlantic Starr,,95.0,1;
156395,1991-11-23,96.0,For You,Michael W. Smith,85.0,60.0,11;
156396,1991-11-23,97.0,Just Another Girlfriend,Hi-Five,,97.0,1;
156397,1991-11-23,98.0,Groovin',UB40,,98.0,1;
156398,1991-11-23,99.0,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,90.0,67.0,11;
156399,1991-11-23,100.0,The Devil Came Up To Michigan,K.M.C. KRU,83.0,46.0,13;
156400,1991-11-16,1.0,Cream,Prince And The N.P.G.,1.0,1.0,8;
156401,1991-11-16,2.0,Can't Stop This Thing We Started,Bryan Adams,3.0,2.0,10;
156402,1991-11-16,3.0,When A Man Loves A Woman,Michael Bolton,5.0,3.0,6;
156403,1991-11-16,4.0,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,8.0,4.0,9;
156404,1991-11-16,5.0,Set Adrift On Memory Bliss,P.M. Dawn,11.0,5.0,5;
156405,1991-11-16,6.0,Set The Night To Music,Roberta Flack With Maxi Priest,10.0,6.0,9;
156406,1991-11-16,7.0,O.P.P.,Naughty By Nature,6.0,6.0,11;
156407,1991-11-16,8.0,That's What Love Is For,Amy Grant,17.0,8.0,8;
156408,1991-11-16,9.0,Romantic,Karyn White,2.0,1.0,14;
156409,1991-11-16,10.0,Don't Cry,Guns N' Roses,13.0,10.0,9;
156410,1991-11-16,11.0,I Wonder Why,Curtis Stigers,16.0,11.0,11;
156411,1991-11-16,12.0,The One And Only,Chesney Hawkes,12.0,10.0,16;
156412,1991-11-16,13.0,Blowing Kisses In The Wind,Paula Abdul,21.0,13.0,5;
156413,1991-11-16,14.0,With You,Tony Terry,18.0,14.0,21;
156414,1991-11-16,15.0,Let's Talk About Sex,Salt-N-Pepa,20.0,15.0,13;
156415,1991-11-16,16.0,Do Anything,Natural Selection,9.0,2.0,15;
156416,1991-11-16,17.0,Street Of Dreams,Nia Peeples,22.0,17.0,6;
156417,1991-11-16,18.0,Emotions,Mariah Carey,7.0,1.0,12;
156418,1991-11-16,19.0,Get A Leg Up,John Mellencamp,23.0,19.0,7;
156419,1991-11-16,20.0,Hole Hearted,Extreme,14.0,4.0,16;
156420,1991-11-16,21.0,Lies,EMF,27.0,21.0,8;
156421,1991-11-16,22.0,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,26.0,22.0,6;
156422,1991-11-16,23.0,Real Real Real,Jesus Jones,4.0,4.0,13;
156423,1991-11-16,24.0,Keep Coming Back,Richard Marx,34.0,24.0,3;
156424,1991-11-16,25.0,Don't Want To Be A Fool,Luther Vandross,15.0,9.0,16;
156425,1991-11-16,26.0,Enter Sandman,Metallica,24.0,16.0,13;
156426,1991-11-16,27.0,Something Got Me Started,Simply Red,32.0,27.0,8;
156427,1991-11-16,28.0,All 4 Love,Color Me Badd,37.0,28.0,2;
156428,1991-11-16,29.0,No Son Of Mine,Genesis,40.0,29.0,3;
156429,1991-11-16,30.0,My Heart Belongs To You,Russ Irwin,28.0,28.0,10;
156430,1991-11-16,31.0,Finally,CeCe Peniston,39.0,31.0,8;
156431,1991-11-16,32.0,Rush,Big Audio,35.0,32.0,9;
156432,1991-11-16,33.0,Top Of The World,Van Halen,36.0,33.0,6;
156433,1991-11-16,34.0,Hey Donna,Rhythm Syndicate,19.0,13.0,11;
156434,1991-11-16,35.0,Mind Playing Tricks On Me,Geto Boys,38.0,35.0,7;
156435,1991-11-16,36.0,Live For Loving You,Gloria Estefan,45.0,36.0,6;
156436,1991-11-16,37.0,Forever My Lady,Jodeci,46.0,37.0,4;
156437,1991-11-16,38.0,Broken Arrow,Rod Stewart,43.0,38.0,5;
156438,1991-11-16,39.0,Love Of A Lifetime,Firehouse,30.0,5.0,21;
156439,1991-11-16,40.0,Something To Talk About,Bonnie Raitt,25.0,5.0,18;
156440,1991-11-16,41.0,Groovy Train,The Farm,44.0,41.0,8;
156441,1991-11-16,42.0,Can't Let Go,Mariah Carey,,42.0,1;
156442,1991-11-16,43.0,Wildside,Marky Mark & The Funky Bunch,47.0,43.0,2;
156443,1991-11-16,44.0,Running Back To You,Vanessa Williams,29.0,18.0,15;
156444,1991-11-16,45.0,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,31.0,1.0,18;
156445,1991-11-16,46.0,Change,Lisa Stansfield,62.0,46.0,3;
156446,1991-11-16,47.0,Angel Baby,Angelica,48.0,47.0,5;
156447,1991-11-16,48.0,Spending My Time,Roxette,53.0,48.0,4;
156448,1991-11-16,49.0,Tender Kisses,Tracie Spencer,51.0,49.0,5;
156449,1991-11-16,50.0,Everybody Plays The Fool,Aaron Neville,33.0,8.0,18;
156450,1991-11-16,51.0,All I Need Is You,Blue Train,54.0,51.0,7;
156451,1991-11-16,52.0,Housecall,Shabba Ranks (Featuring Maxi Priest),55.0,52.0,4;
156452,1991-11-16,53.0,Can't Truss It,Public Enemy,52.0,52.0,5;
156453,1991-11-16,54.0,Just Want To Hold You,Jasmine Guy,42.0,34.0,16;
156454,1991-11-16,55.0,Shot Of Poison,Lita Ford,64.0,55.0,3;
